,Depedency,YOGO,Glove,,Word2Vec,,,,,,,OWN,,,,,,,,,
gram3-comparative,0.3003003003003,89.8648648648649,20.9459459459459,17.6426426426426,28.6786786786787,20.1201201201201,31.984126984127,31.0810810810811,41.5079365079365,26.2762762762763,38.4920634920635,4.12912912912913,2.25225225225225,24.2492492492492,20.6456456456456,50.6006006006006,5.70570570570571,6.15615615615616,23.6486486486486,26.2012012012012,46.9219219219219
gram4-superlative,0.089126559714795,70.2279202279202,13.960113960114,12.3931623931624,18.3760683760684,9.68660968660969,13.2246376811594,22.7920227920228,33.695652173913,19.2307692307692,25.9057971014493,4.62962962962963,1.71957671957672,15.6084656084656,12.962962962963,44.5767195767196,4.89417989417989,2.91005291005291,12.5661375661376,16.005291005291,46.2962962962963
gram5-present-participle,1.51515151515152,61.7943548387097,12.9032258064516,9.87903225806452,26.1088709677419,21.9758064516129,34.367816091954,19.2540322580645,33.5632183908046,21.5725806451613,33.9080459770115,4.92424242424242,4.26136363636364,30.3030303030303,24.5265151515152,49.905303030303,7.95454545454545,3.97727272727273,37.0265151515151,15.3409090909091,46.5909090909091
gram6-nationality-adjective,9.25578486554096,18.2348650619985,92.0495988329686,74.0335521517141,92.9248723559446,92.7060539752006,96.1342086068563,90.0802334062728,92.9978118161926,92.7789934354486,95.1859956236324,6.34573304157549,3.7199124726477,5.83515681983953,9.04449307075128,0.364697301239971,10.3574033552152,6.05397520058352,5.98103574033552,6.92924872355945,0.291757840991977
gram7-past-tense,1.28205128205128,65.0641025641026,13.2051282051282,8.71794871794872,31.0897435897436,23.525641025641,41.2912912912913,29.8076923076923,44.6696696696697,25.5128205128205,44.2942942942943,4.23076923076923,3.71794871794872,19.4230769230769,21.6666666666667,64.9358974358974,6.15384615384615,4.23076923076923,17.948717948718,17.1153846153846,58.2051282051282
gram8-plural,7.20720720720721,60.8403361344538,12.8024193548387,8.46774193548387,32.258064516129,35.6854838709677,42.4731182795699,30.4435483870968,34.7311827956989,31.1491935483871,37.6344086021505,4.78991596638655,2.6890756302521,34.6218487394958,22.3529411764706,76.0504201680672,6.89075630252101,5.96638655462185,36.3865546218487,28.2352941176471,81.5126050420168
gram9-plural-verbs,0.459770114942529,88.5467980295567,17.487684729064,14.4088669950739,24.2610837438424,24.6305418719212,43.1623931623932,21.9211822660098,42.4501424501425,24.384236453202,47.8632478632479,4.31034482758621,3.69458128078818,32.7586206896552,28.448275862069,64.7783251231527,9.60591133004926,5.17241379310345,43.9655172413793,27.3399014778325,66.3793103448276
TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL
capital-common-countries,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506
capital-world,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524
city-in-state,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467
currency,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866
family,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506
gram1-adjective-to-adverb,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992
gram2-opposite,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812
gram3-comparative,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332
gram4-superlative,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122
gram5-present-participle,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056
gram6-nationality-adjective,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599
gram7-past-tense,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560
gram8-plural,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332
gram9-plural-verbs,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870
FOUND,FOUND,FOUND,FOUND,FOUND,FOUND,FOUND,FOUND,FOUND,FOUND,FOUND,FOUND,FOUND,FOUND,FOUND,FOUND,FOUND,FOUND,FOUND,FOUND,FOUND,FOUND
capital-common-countries,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506
capital-world,4524,2532,1929,1929,1929,1929,1098,1929,1098,1929,1098,2593,2593,2593,2593,2593,2593,2593,2593,2593,2593
city-in-state,2467,2267,2057,2057,2057,2057,1453,2057,1453,2057,1453,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267
currency,808,268,128,128,128,128,86,128,86,128,86,338,338,338,338,338,338,338,338,338,338
family,506,420,342,342,342,342,342,342,342,342,342,420,420,420,420,420,420,420,420,420,420
gram1-adjective-to-adverb,992,870,812,812,812,812,650,812,650,812,650,992,992,992,992,992,992,992,992,992,992
gram2-opposite,812,552,420,420,420,420,272,420,272,420,272,552,552,552,552,552,552,552,552,552,552
gram3-comparative,1332,1332,1332,1332,1332,1332,1260,1332,1260,1332,1260,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332
gram4-superlative,1122,702,702,702,702,702,552,702,552,702,552,756,756,756,756,756,756,756,756,756,756
gram5-present-participle,1056,992,992,992,992,992,870,992,870,992,870,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056
gram6-nationality-adjective,1599,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371
gram7-past-tense,1560,1560,1560,1560,1560,1560,1332,1560,1332,1560,1332,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560
gram8-plural,1332,1190,992,992,992,992,930,992,930,992,930,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190
gram9-plural-verbs,870,812,812,812,812,812,702,812,702,812,702,812,812,812,812,812,812,812,812,812,812
CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
capital-common-countries,2,131,385,303,397,408,430,396,417,428,452,27,34,31,29,64,58,39,42,76,86
capital-world,5,281,1110,570,1446,1470,866,1299,816,1473,856,56,79,89,126,386,73,72,86,116,391
city-in-state,10,392,713,495,998,614,419,711,468,617,410,65,49,79,124,125,48,89,57,74,150
currency,0,41,13,6,14,19,11,23,14,26,16,3,1,1,0,0,3,1,3,2,1
family,43,350,158,142,174,155,195,185,239,181,230,29,75,57,53,28,86,80,96,82,37
gram1-adjective-to-adverb,0,104,42,31,92,169,232,105,155,132,190,24,15,44,43,16,19,21,61,25,32
gram2-opposite,0,242,38,42,92,69,80,109,105,98,93,8,4,34,25,10,11,12,22,36,3
gram3-comparative,4,1197,279,235,382,268,403,414,523,350,485,55,30,323,275,674,76,82,315,349,625
gram4-superlative,1,493,98,87,129,68,73,160,186,135,143,35,13,118,98,337,37,22,95,121,350
gram5-present-participle,16,613,128,98,259,218,299,191,292,214,295,52,45,320,259,527,84,42,391,162,492
gram6-nationality-adjective,148,250,1262,1015,1274,1271,1318,1235,1275,1272,1305,87,51,80,124,5,142,83,82,95,4
gram7-past-tense,20,1015,206,136,485,367,550,465,595,398,590,66,58,303,338,1013,96,66,280,267,908
gram8-plural,96,724,127,84,320,354,395,302,323,309,350,57,32,412,266,905,82,71,433,336,970
gram9-plural-verbs,4,719,142,117,197,200,303,178,298,198,336,35,30,266,231,526,78,42,357,222,539
Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage,Correct Percentage
capital-common-countries,0.40%,25.89%,76.09%,59.88%,78.46%,80.63%,84.98%,78.26%,82.41%,84.58%,89.33%,5.34%,6.72%,6.13%,5.73%,12.65%,11.46%,7.71%,8.30%,15.02%,17.00%
capital-world,0.11%,6.21%,24.54%,12.60%,31.96%,32.49%,19.14%,28.71%,18.04%,32.56%,18.92%,1.24%,1.75%,1.97%,2.79%,8.53%,1.61%,1.59%,1.90%,2.56%,8.64%
city-in-state,0.41%,15.89%,28.90%,20.06%,40.45%,24.89%,16.98%,28.82%,18.97%,25.01%,16.62%,2.63%,1.99%,3.20%,5.03%,5.07%,1.95%,3.61%,2.31%,3.00%,6.08%
currency,0.00%,4.73%,1.50%,0.69%,1.62%,2.19%,1.27%,2.66%,1.62%,3.00%,1.85%,0.35%,0.12%,0.12%,0.00%,0.00%,0.35%,0.12%,0.35%,0.23%,0.12%
family,8.50%,69.17%,31.23%,28.06%,34.39%,30.63%,38.54%,36.56%,47.23%,35.77%,45.45%,5.73%,14.82%,11.26%,10.47%,5.53%,17.00%,15.81%,18.97%,16.21%,7.31%
gram1-adjective-to-adverb,0.00%,10.48%,4.23%,3.13%,9.27%,17.04%,23.39%,10.58%,15.63%,13.31%,19.15%,2.42%,1.51%,4.44%,4.33%,1.61%,1.92%,2.12%,6.15%,2.52%,3.23%
gram2-opposite,0.00%,29.80%,4.68%,5.17%,11.33%,8.50%,9.85%,13.42%,12.93%,12.07%,11.45%,0.99%,0.49%,4.19%,3.08%,1.23%,1.35%,1.48%,2.71%,4.43%,0.37%
gram3-comparative,0.30%,89.86%,20.95%,17.64%,28.68%,20.12%,30.26%,31.08%,39.26%,26.28%,36.41%,4.13%,2.25%,24.25%,20.65%,50.60%,5.71%,6.16%,23.65%,26.20%,46.92%
gram4-superlative,0.09%,43.94%,8.73%,7.75%,11.50%,6.06%,6.51%,14.26%,16.58%,12.03%,12.75%,3.12%,1.16%,10.52%,8.73%,30.04%,3.30%,1.96%,8.47%,10.78%,31.19%
gram5-present-participle,1.52%,58.05%,12.12%,9.28%,24.53%,20.64%,28.31%,18.09%,27.65%,20.27%,27.94%,4.92%,4.26%,30.30%,24.53%,49.91%,7.95%,3.98%,37.03%,15.34%,46.59%
gram6-nationality-adjective,9.26%,15.63%,78.92%,63.48%,79.67%,79.49%,82.43%,77.24%,79.74%,79.55%,81.61%,5.44%,3.19%,5.00%,7.75%,0.31%,8.88%,5.19%,5.13%,5.94%,0.25%
gram7-past-tense,1.28%,65.06%,13.21%,8.72%,31.09%,23.53%,35.26%,29.81%,38.14%,25.51%,37.82%,4.23%,3.72%,19.42%,21.67%,64.94%,6.15%,4.23%,17.95%,17.12%,58.21%
gram8-plural,7.21%,54.35%,9.53%,6.31%,24.02%,26.58%,29.65%,22.67%,24.25%,23.20%,26.28%,4.28%,2.40%,30.93%,19.97%,67.94%,6.16%,5.33%,32.51%,25.23%,72.82%
gram9-plural-verbs,0.46%,82.64%,16.32%,13.45%,22.64%,22.99%,34.83%,20.46%,34.25%,22.76%,38.62%,4.02%,3.45%,30.57%,26.55%,60.46%,8.97%,4.83%,41.03%,25.52%,61.95%
Found Percentage,Found Percentage,Found Percentage,Found Percentage,Found Percentage,Found Percentage,Found Percentage,Found Percentage,Found Percentage,Found Percentage,Found Percentage,Found Percentage,Found Percentage,Found Percentage,Found Percentage,Found Percentage,Found Percentage,Found Percentage,Found Percentage,Found Percentage,Found Percentage,Found Percentage
