question-question	2016	0302	3	How do I repair water-damaged hardwood floors?	How can I repair my floors' finish?	StackExchange Network: http://diy.stackexchange.com/questions/27154 Author: chrisjlee (http://diy.stackexchange.com/users/7313) Last Editor: Niall C. (http://diy.stackexchange.com/users/22)	StackExchange Network: http://diy.stackexchange.com/questions/20057 Author: flora (http://diy.stackexchange.com/users/8820) Last Editor: Niall C. (http://diy.stackexchange.com/users/22)
question-question	2016	0309	2	What could be causing water pressure to build up after changing my under sink filter?	What could be causing water to back up into my bathroom basin?	StackExchange Network: http://diy.stackexchange.com/questions/21116 Author: Eddy (http://diy.stackexchange.com/users/9401) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)	StackExchange Network: http://diy.stackexchange.com/questions/46711 Author: donya (http://diy.stackexchange.com/users/24035) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)
question-question	2016	0313	0	Where can I find a good vocabulary list?	Where can I find a complete list of Freddie Green chords?	StackExchange Network: http://writers.stackexchange.com/questions/1533 Author: Brandon (http://writers.stackexchange.com/users/1129)	StackExchange Network: http://music.stackexchange.com/questions/22883 Author: empty (http://music.stackexchange.com/users/10635)
question-question	2016	0316	3	Glue underlayment to concrete: how long does it take to cure?	How long should it take concrete to fully cure?	StackExchange Network: http://diy.stackexchange.com/questions/30493 Author: user443854 (http://diy.stackexchange.com/users/14001) Last Editor: user443854 (http://diy.stackexchange.com/users/14001)	StackExchange Network: http://diy.stackexchange.com/questions/44424 Author: user234421 (http://diy.stackexchange.com/users/23331) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)
question-question	2016	0323	4	Does this beginning hook the reader?	Does my story beginning hook the reader? (dialogue + narration)?	StackExchange Network: http://writers.stackexchange.com/questions/4513 Author: Mussri (http://writers.stackexchange.com/users/2934) [CommunityWiki] Last Editor: Standback (http://writers.stackexchange.com/users/1046)	StackExchange Network: http://writers.stackexchange.com/questions/5930 Author: Alexandro Chen (http://writers.stackexchange.com/users/1544) Last Editor: Alexandro Chen (http://writers.stackexchange.com/users/1544)
question-question	2016	0326	4	How can I remove a really stuck screw?	How can I remove this screw?	StackExchange Network: http://diy.stackexchange.com/questions/16263 Author: Tester101 (http://diy.stackexchange.com/users/33) Last Editor: Steven (http://diy.stackexchange.com/users/4207)	StackExchange Network: http://diy.stackexchange.com/questions/51705 Author: Hamoudy (http://diy.stackexchange.com/users/27288) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)
question-question	2016	0329	3	Is it better to request a recommendation letter in person after class or by email?	Is it appropriate to ask a professor via e-mail for a letter of recommendation?	StackExchange Network: http://academia.stackexchange.com/questions/34211 Author: user99015 (http://academia.stackexchange.com/users/24065) Last Editor: Peter Jansson (http://academia.stackexchange.com/users/4394)	StackExchange Network: http://academia.stackexchange.com/questions/29244 Author: Clarinetist (http://academia.stackexchange.com/users/17476) Last Editor: aeismail (http://academia.stackexchange.com/users/53)
question-question	2016	0347	2	What can I eat the night before to help me get up in the morning?	What trigger do you use to get up early in the morning?	StackExchange Network: http://fitness.stackexchange.com/questions/6209 Author: Salsero69 (http://fitness.stackexchange.com/users/475) Last Editor: Salsero69 (http://fitness.stackexchange.com/users/475)	StackExchange Network: http://productivity.stackexchange.com/questions/5150 Author: Mohit (http://productivity.stackexchange.com/users/4185)
question-question	2016	0348	3	I have a Schengen visa but my UAE Residence visa cancelled. Can I still travel then?	Can I travel to the UK if my Schengen visa expired?	StackExchange Network: http://travel.stackexchange.com/questions/21929 Author: Mary (http://travel.stackexchange.com/users/9179) Last Editor: Relaxed (http://travel.stackexchange.com/users/6669)	StackExchange Network: http://travel.stackexchange.com/questions/35647 Author: Hoang Nguyen (http://travel.stackexchange.com/users/19590) Last Editor: Nick Stauner (http://travel.stackexchange.com/users/9801)
question-question	2016	0349	4	What could be causing my GFCI to trip?	What could be causing GFCI breakers and receptacles to trip?	StackExchange Network: http://diy.stackexchange.com/questions/21449 Author: Greg (http://diy.stackexchange.com/users/1043) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)	StackExchange Network: http://diy.stackexchange.com/questions/12981 Author: Rob (http://diy.stackexchange.com/users/5612) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)
question-question	2016	0351	2	How do I convert a ceiling fan with 2 separate wall switches to a separate fan & light switch?	How do I wire 2 switches to control a ceiling light?	StackExchange Network: http://diy.stackexchange.com/questions/55283 Author: TonyC1492 (http://diy.stackexchange.com/users/29789) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)	StackExchange Network: http://diy.stackexchange.com/questions/69391 Author: Paul (http://diy.stackexchange.com/users/39512) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)
question-question	2016	0352	1	How long does cooked TVP keep in the fridge?	How long will uncooked chicken keep in the fridge?	StackExchange Network: http://cooking.stackexchange.com/questions/21056 Author: pootzko (http://cooking.stackexchange.com/users/9008) Last Editor: Aaronut (http://cooking.stackexchange.com/users/41)	StackExchange Network: http://cooking.stackexchange.com/questions/9642 Author: Ovi Tisler (http://cooking.stackexchange.com/users/555) Last Editor: Aaronut (http://cooking.stackexchange.com/users/41)
question-question	2016	0353	4	How can I get my colleagues to stop interrupting me?	How can I get my colleague to stop calling me over to his desk when he wants my help?	StackExchange Network: http://workplace.stackexchange.com/questions/30489 Author: nysa (http://workplace.stackexchange.com/users/22268) Last Editor: starsplusplus (http://workplace.stackexchange.com/users/13605)	StackExchange Network: http://workplace.stackexchange.com/questions/22190 Author: salmandem (http://workplace.stackexchange.com/users/18468) Last Editor: starsplusplus (http://workplace.stackexchange.com/users/13605)
question-question	2016	0354	0	What is the difference between assertive and non-assertive words?	What is the difference between portamento and glissando?	StackExchange Network: http://linguistics.stackexchange.com/questions/8784 Author: James Grossmann (http://linguistics.stackexchange.com/users/790)	StackExchange Network: http://music.stackexchange.com/questions/27056 Author: Dave (http://music.stackexchange.com/users/2639)
question-question	2016	0357	2	After a job interview, is it inappropriate if I want to talk to an employee in private?	When (if ever) in the interview process is it appropriate to recommend a colleague?	StackExchange Network: http://workplace.stackexchange.com/questions/11915 Author: Uğur Gümüşhan (http://workplace.stackexchange.com/users/7657)	StackExchange Network: http://workplace.stackexchange.com/questions/34428 Author: bengoesboom (http://workplace.stackexchange.com/users/10536)
question-question	2016	0374	0	What if I don't have enough work sample for an interview?	What should I do if I have an idea but can't work on it immediately?	StackExchange Network: http://workplace.stackexchange.com/questions/4545 Author: jim (http://workplace.stackexchange.com/users/3515) Last Editor: gnat (http://workplace.stackexchange.com/users/168)	StackExchange Network: http://academia.stackexchange.com/questions/23693 Author: adipro (http://academia.stackexchange.com/users/10936)
question-question	2016	0381	2	How do you remove paint from hair?	How do I remove paint from pipes?	StackExchange Network: http://diy.stackexchange.com/questions/10240 Author: James (http://diy.stackexchange.com/users/4348) Last Editor: James (http://diy.stackexchange.com/users/4348)	StackExchange Network: http://diy.stackexchange.com/questions/58784 Author: drs (http://diy.stackexchange.com/users/12529) Last Editor: drs (http://diy.stackexchange.com/users/12529)
question-question	2016	0386	2	Is my U.S. driver's license valid in Europe?	Is Greek driver's license valid in the US?	StackExchange Network: http://travel.stackexchange.com/questions/7507 Author: houbysoft (http://travel.stackexchange.com/users/2489) Last Editor: houbysoft (http://travel.stackexchange.com/users/2489)	StackExchange Network: http://travel.stackexchange.com/questions/19734 Author: VassoG (http://travel.stackexchange.com/users/7910)
question-question	2016	0387	0	What is the best way to store fresh berries?	What is the best way to filter the Turkish coffee?	StackExchange Network: http://cooking.stackexchange.com/questions/18502 Author: Beofett (http://cooking.stackexchange.com/users/7019)	StackExchange Network: http://cooking.stackexchange.com/questions/42857 Author: abcd (http://cooking.stackexchange.com/users/6168)
question-question	2016	0420	2	Is it safe to leave butter at room temperature?	How do I know if food left at room temperature is still safe to eat?	StackExchange Network: http://cooking.stackexchange.com/questions/36 Author: Chas. Owens (http://cooking.stackexchange.com/users/50) Last Editor: Ocaasi (http://cooking.stackexchange.com/users/1443)	StackExchange Network: http://cooking.stackexchange.com/questions/34670 Author: SAJ14SAJ (http://cooking.stackexchange.com/users/14401) [CommunityWiki] Last Editor: Jefromi (http://cooking.stackexchange.com/users/1672)
question-question	2016	0423	2	How do I remove paint from a wood floor?	How do I remove a thick layer of paint from tiles?	StackExchange Network: http://diy.stackexchange.com/questions/28829 Author: Risiki (http://diy.stackexchange.com/users/13549) Last Editor: Niall C. (http://diy.stackexchange.com/users/22)	StackExchange Network: http://diy.stackexchange.com/questions/8521 Author: phw (http://diy.stackexchange.com/users/3657) Last Editor: ChrisF (http://diy.stackexchange.com/users/194)
question-question	2016	0427	3	How do I remove paint from a wood floor?	How can I remove paint from a deck?	StackExchange Network: http://diy.stackexchange.com/questions/28829 Author: Risiki (http://diy.stackexchange.com/users/13549) Last Editor: Niall C. (http://diy.stackexchange.com/users/22)	StackExchange Network: http://diy.stackexchange.com/questions/11778 Author: susan (http://diy.stackexchange.com/users/5071) Last Editor: Niall C. (http://diy.stackexchange.com/users/22)
question-question	2016	0434	1	How do I remove paint from a wood floor?	How do I remove paint from pipes?	StackExchange Network: http://diy.stackexchange.com/questions/28829 Author: Risiki (http://diy.stackexchange.com/users/13549) Last Editor: Niall C. (http://diy.stackexchange.com/users/22)	StackExchange Network: http://diy.stackexchange.com/questions/58784 Author: drs (http://diy.stackexchange.com/users/12529) Last Editor: drs (http://diy.stackexchange.com/users/12529)
question-question	2016	0441	4	how to blackout a large bedroom window on a budget?	How can I thoroughly blackout a bedroom window on a budget?	StackExchange Network: http://diy.stackexchange.com/questions/63760 Author: Mika (http://diy.stackexchange.com/users/35646)	StackExchange Network: http://diy.stackexchange.com/questions/27669 Author: daniel.sedlacek (http://diy.stackexchange.com/users/8986) Last Editor: daniel.sedlacek (http://diy.stackexchange.com/users/8986)
