SICK		81	2.4	A little girl is looking at a woman in costume	People wearing costumes are scattering in a forest and are looking in different directions
SICK		82	2.6	A little girl is looking at a woman in costume	People are looking at some costumes gathered in the vicinity of the forest
SICK		83	2.2	A young girl is looking at a woman in costume	People wearing costumes are gathering in a forest and are looking in the same direction
SICK		84	3	People wearing costumes are gathering in a forest and are looking in the same direction	The little girl is looking at a man in costume
SICK		85	2	People wearing costumes are gathering in a forest and are looking in the same direction	A little girl in costume looks like a woman
SICK		86	2.6	A little girl is looking at a woman in costume	People wearing costumes are gathering in a forest and are looking in the same direction
SICK		87	5	A lone biker is jumping in the air	A biker is jumping in the air, alone
SICK		88	4.2	There is no biker jumping in the air	A lone biker is jumping in the air
SICK		89	4.8	A man is jumping into an empty swimming pool	A man is jumping into an empty pool
SICK		90	3	A man is jumping into an empty pool	A man is jumping into a full pool
SICK		91	3.1	A man is jumping into an empty pool	The man's jumper is in the empty pool
SICK		92	1.6	A lone biker is jumping in the air	A man is jumping into an empty swimming pool
SICK		93	1.7	A lone biker is jumping in the air	A man is jumping into a full pool
SICK		94	1.4	The man's jumper is in the empty pool	A lone biker is jumping in the air
SICK		95	1.6	A man is jumping into an empty pool	A biker is jumping in the air, alone
SICK		96	1.2	A man is jumping into an empty pool	There is no biker jumping in the air
SICK		97	1.5	A lone biker is jumping in the air	A man is jumping into an empty pool
SICK		98	4.8	Four kids are doing backbends in the park	Four children are doing backbends in the park
SICK		99	3.8	Four children are doing backbends in the gym	Four children are doing backbends in the park
SICK		100	4.1	Four girls are doing backbends and playing in the garden	Four girls are doing backbends and playing outdoors
SICK		101	4	Four girls are doing backbends and playing outdoors	Four girls are doing backbends and playing indoors
SICK		102	3.7	Four girls are doing backbends and playing in the garden	Four children are doing backbends in the park
SICK		103	3.7	Four girls are doing backbends and playing indoors	Four children are doing backbends in the park
SICK		104	4.3	Four kids are doing backbends in the park	Four girls are doing backbends and playing outdoors
SICK		105	3.8	Four children are doing backbends in the gym	Four girls are doing backbends and playing outdoors
SICK		106	4.1	Four girls are doing backbends and playing outdoors	Four children are doing backbends in the park
SICK		107	4.3	A man who is playing is running with the ball in his hands	A player is running with the ball
SICK		108	3.5	A player is throwing the ball	A player is running with the ball
SICK		109	4.7	Two groups of people are playing football	Two teams are competing in a football match
SICK		110	3.9	Two teams are competing in a football match	Two teams are competing in a baseball game
SICK		111	4.8	Two teams are competing in a football match	Football is being played by two competing teams
SICK		112	2.1	Two groups of people are playing football	A player is running with the ball
SICK		113	3	Two teams are competing in a baseball game	A player is running with the ball
SICK		114	3	A player is running with the ball	Football is being played by two competing teams
SICK		115	2.7	Two teams are competing in a football match	A man who is playing is running with the ball in his hands
SICK		116	2.9	A player is throwing the ball	Two teams are competing in a football match
SICK		117	2.6	A player is running with the ball	Two teams are competing in a football match
SICK		118	4.8	Five children are standing in front of a wooden hut	Five children are standing in front of a hut made of wood
SICK		119	4.2	Five children are standing in front of a wooden hut	Five children are standing in a wooden hut
SICK		120	3.2	Five wooden stands are in front of each child's hut	Five children are standing in front of a wooden hut
SICK		121	4.8	Five kids are standing close together and one kid has a gun	Five kids are standing close together and one kid has a weapon
SICK		122	3.7	Five kids are standing close together and one kid has a gun	Five kids are standing close together and none of the kids has a gun
SICK		123	2.8	Five children are standing in front of a wooden hut	Five kids are standing close together and one kid has a weapon
SICK		124	2.6	Five kids are standing close together and none of the kids has a gun	Five children are standing in front of a wooden hut
SICK		125	3	Five children are standing in front of a hut made of wood	Five kids are standing close together and one kid has a gun
		126	2.7	Five children are standing in a wooden hut	Five kids are standing close together and one kid has a gun
		127	2.3	Five wooden stands are in front of each child's hut	Five kids are standing close together and one kid has a gun
		128	2.3	Five children are standing in front of a wooden hut	Five kids are standing close together and one kid has a gun
		129	4.4	An old man is sitting in a field	A man is sitting in a field
		130	2.6	A man is sitting in a field	A man is running in a field
		131	4.1	A person is wearing a hat and is sitting on the grass	A person is sitting in a field and is wearing a hat
		132	3.3	A person is wearing a hat and is sitting on the grass	There is no person wearing a hat and sitting on the grass
		133	3.4	A person is sitting and wearing a grass hat	A person is wearing a hat and is sitting on the grass
		134	4	A person is sitting in a field and is wearing a hat	A man is sitting in a field
		135	2.7	A man is sitting in a field	There is no person wearing a hat and sitting on the grass
		136	3.3	A person is sitting and wearing a grass hat	A man is sitting in a field
		137	2.8	An old man is sitting in a field	A person is wearing a hat and is sitting on the grass
		138	1.4	A person is wearing a hat and is sitting on the grass	A man is running in a field
		139	3.8	A man is sitting in a field	A person is wearing a hat and is sitting on the grass
		140	4.9	The current is being ridden by a group of friends in a raft	A group of friends are riding the current in a raft
		141	3.7	A group of friends are riding the current in a raft	A group is not riding the current in a raft
		142	4.9	This group of people is practicing water safety and wearing preservers	Preservers are being worn by a group of people who are practicing water safety
		143	3.4	Nobody is practicing water safety and wearing preservers	This group of people is practicing water safety and wearing preservers
		144	2.9	A group of friends are riding the current in a raft	Preservers are being worn by a group of people who are practicing water safety
		145	2.2	Nobody is practicing water safety and wearing preservers	A group of friends are riding the current in a raft
		146	3.2	The current is being ridden by a group of friends in a raft	This group of people is practicing water safety and wearing preservers
		147	2.8	A group is not riding the current in a raft	This group of people is practicing water safety and wearing preservers
		148	3.1	A group of friends are riding the current in a raft	This group of people is practicing water safety and wearing preservers
		149	4.535	A deer is jumping over a fence	A deer is jumping over the enclosure
		150	3.9	A deer is jumping over a fence	A deer isn't jumping over the fence
		151	4.8	A wild deer is jumping a fence	A deer is jumping a fence
		152	4.1	A deer is jumping a fence	There is no deer jumping fences
		153	4.5	A wild deer is jumping a fence	A deer is jumping over a fence
		154	2.685	There is no deer jumping fences	A deer is jumping over a fence
		155	4.2	A deer is jumping over the enclosure	A deer is jumping a fence
		156	3.55	A deer is jumping a fence	A deer isn't jumping over the fence
		157	4.9	A deer is jumping over a fence	A deer is jumping a fence
		158	4.7	People are walking outside a building that has many murals on it	People are walking outside the building that has several murals on it
		159	3.4	People are walking inside a building that has many murals on it	People are walking outside a building that has many murals on it
		160	4.7	Several people are in front of a building which is covered by colors	Several people are in front of a colorful building
		161	3.5	Several people are in front of a colorful building	Nobody is in front of the colorful building
		162	3.8	Several people are in front of a building which is covered by colors	People are walking outside a building that has many murals on it
		163	3.6	People are walking outside a building that has many murals on it	Nobody is in front of the colorful building
		164	3.6	People are walking outside the building that has several murals on it	Several people are in front of a colorful building
		165	3.4	Several people are in front of a colorful building	People are walking inside a building that has many murals on it
		166	3.7	People are walking outside a building that has many murals on it	Several people are in front of a colorful building
		167	4.4	A boy is hitting a baseball	A child is hitting a baseball
		168	3.8	A child is hitting a baseball	A child is missing a baseball
		169	4.6	A family is watching a little boy who is hitting a baseball	A family is watching a boy who is hitting a baseball
		170	3.9	A family is watching a little boy who is hitting a baseball	A family is watching a little boy who is missing a baseball
		171	3.7	A little boy is watching a family that is hitting a baseball	A family is watching a little boy who is hitting a baseball
		172	3.7	A family is watching a boy who is hitting a baseball	A child is hitting a baseball
		173	3.015	A child is hitting a baseball	A family is watching a little boy who is missing a baseball
		174	3.7	A little boy is watching a family that is hitting a baseball	A child is hitting a baseball
		175	4.2	A family is watching a little boy who is hitting a baseball	A boy is hitting a baseball
		176	2.7	A child is missing a baseball	A family is watching a little boy who is hitting a baseball
		177	4.1	A family is watching a little boy who is hitting a baseball	A child is hitting a baseball
		178	4.8	A large group of Asian people is eating at a restaurant	A group of people from Asia is eating at a restaurant
		179	3.4	A large group of Asian people is eating at a restaurant	A small group of people is waiting to eat in a restaurant
		180	3.5	A large group of Asian people is eating at a restaurant	A group of people in a large Asian restaurant is eating
		181	4.6	Various people are eating at red tables in a crowded restaurant with purple lights	Various customers are eating in a crowded restaurant with purple lights
		182	3.2	Few people are eating at red tables in a restaurant without lights	Various people are eating at red tables in a crowded restaurant with purple lights
		183	3.3	A purple crowd of people is eating on various red lit restaurant tables	Various people are eating at red tables in a crowded restaurant with purple lights
		184	2.9	A large group of Asian people is eating at a restaurant	Various customers are eating in a crowded restaurant with purple lights
		185	2.6	Few people are eating at red tables in a restaurant without lights	A large group of Asian people is eating at a restaurant
		186	3.1	A purple crowd of people is eating on various red lit restaurant tables	A large group of Asian people is eating at a restaurant
		187	3	A group of people from Asia is eating at a restaurant	Various people are eating at red tables in a crowded restaurant with purple lights
		188	3.2	Various people are eating at red tables in a crowded restaurant with purple lights	A small group of people is waiting to eat in a restaurant
		189	3.3	A group of people in a large Asian restaurant is eating	Various people are eating at red tables in a crowded restaurant with purple lights
		190	3.3	A large group of Asian people is eating at a restaurant	Various people are eating at red tables in a crowded restaurant with purple lights
		191	4.1	A motorcycle rider is standing up on the seat of a white motorcycle	A motorcycle is riding standing up on the seat of the vehicle
		192	3.8	A motorcycle rider is standing up on the seat of a white motorcycle	No motorcycle rider is standing up on the seat of a motorcycle
		193	4.6	Someone is on a black and white motorcycle and is standing on the seat	A rider is on a black and white bike and is standing on the seat
		194	3.7	Nobody is on a motorcycle and is standing on the seat	Someone is on a black and white motorcycle and is standing on the seat
		195	3.6	A rider is on a black and white bike and is standing on the seat	A motorcycle rider is standing up on the seat of a white motorcycle
		196	3.6	Nobody is on a motorcycle and is standing on the seat	A motorcycle rider is standing up on the seat of a white motorcycle
		197	3.165	Someone is on a black and white motorcycle and is standing on the seat	A motorcycle is riding standing up on the seat of the vehicle
		198	3.6	Someone is on a black and white motorcycle and is standing on the seat	No motorcycle rider is standing up on the seat of a motorcycle
		199	3.7	Someone is on a black and white motorcycle and is standing on the seat	A motorcycle rider is standing up on the seat of a white motorcycle
		200	4.6	A motorcyclist is riding a motorbike dangerously along a roadway	A motorcyclist is riding a motorbike along a roadway
		201	3.7	There is no motorcyclist riding a motorbike along a roadway	A motorcyclist is riding a motorbike along a roadway
		202	4.8	A man with a helmet painted red is riding a blue motorcycle down the road	A motorcyclist with a red helmet is riding a blue motorcycle down the road
		203	3.7	A motorcyclist with a red helmet is riding a blue motorcycle down the road	A motorcyclist without a helmet is waiting on a blue motorcycle near the road
		204	4	A man with a helmet painted red is riding a blue motorcycle down the road	A motorcyclist is riding a motorbike along a roadway
		205	3.3	A motorcyclist without a helmet is waiting on a blue motorcycle near the road	A motorcyclist is riding a motorbike along a roadway
		206	3.8	A motorcyclist with a red helmet is riding a blue motorcycle down the road	A motorcyclist is riding a motorbike dangerously along a roadway
		207	3.3	There is no motorcyclist riding a motorbike along a roadway	A motorcyclist with a red helmet is riding a blue motorcycle down the road
		208	4.5	A motorcyclist with a red helmet is riding a blue motorcycle down the road	A motorcyclist is riding a motorbike along a roadway
		209	4.2	A dog is catching a stick in the air and another is watching	A dog is leaping high in the air and another is watching
		210	3.3	There is no dog leaping in the air	A dog is leaping high in the air and another is watching
		211	4.6	Two dogs are playing by a tree	Two dogs are playing by a plant
		212	3.565	Two dogs are playing by a tree	Two dogs are sleeping by a tree
		213	2.8	A dog is leaping high in the air and another is watching	Two dogs are playing by a plant
		214	2.6	A dog is leaping high in the air and another is watching	Two dogs are sleeping by a tree
		215	3.7	Two dogs are playing by a tree	A dog is catching a stick in the air and another is watching
		216	2.7	Two dogs are playing by a tree	There is no dog leaping in the air
		217	3	Two dogs are playing by a tree	A dog is leaping high in the air and another is watching
		218	4.9	A girl in white is dancing	A girl is wearing white clothes and is dancing
		219	4.2	There is no girl in white dancing	A girl in white is dancing
		220	4.4	The dancer is dancing in front of the sound equipment	The blond girl is dancing in front of the sound equipment
		221	3.9	The blond girl is dancing behind the sound equipment	The blond girl is dancing in front of the sound equipment
		222	3.9	The blond girl is dancing in front of the sound equipment	The equipment in front of the blond dancing girl is sound
		223	4	A girl in white is dancing	The dancer is dancing in front of the sound equipment
		224	3.3	A girl in white is dancing	The blond girl is dancing behind the sound equipment
		225	2.7	The equipment in front of the blond dancing girl is sound	A girl in white is dancing
		226	3.5	A girl is wearing white clothes and is dancing	The blond girl is dancing in front of the sound equipment
		227	3.3	The blond girl is dancing in front of the sound equipment	There is no girl in white dancing
		228	3.3	A girl in white is dancing	The blond girl is dancing in front of the sound equipment
		229	4.5	The children of a family are patiently playing and waiting	The children of a family are playing and waiting
		230	3.1	The children of a family are playing and waiting	There are no children playing and waiting
		231	4.5	Three Asian kids are dancing and a serious man is looking	Three Asian kids are dancing and a man is looking
		232	3.9	Three Asian kids are dancing and a man is looking	Three Asian kids are dancing and there is no man looking
		233	3.7	Three Asian kids are dancing and a man is looking	An Asian man is dancing and three kids are looking
		234	1.9	The children of a family are playing and waiting	Three Asian kids are dancing and a serious man is looking
		235	2.7	The children of a family are playing and waiting	Three Asian kids are dancing and there is no man looking
		236	1.9	The children of a family are playing and waiting	An Asian man is dancing and three kids are looking
		237	2.3	The children of a family are patiently playing and waiting	Three Asian kids are dancing and a man is looking
		238	1.6	There are no children playing and waiting	Three Asian kids are dancing and a man is looking
		239	2.3	Three Asian kids are dancing and a man is looking	The children of a family are playing and waiting
		240	4.3	A woman is wearing an Egyptian hat on her head	A woman is wearing an Egyptian headdress
		241	4	A woman is wearing an Egyptian headdress	A woman is wearing an Indian headdress
		242	3.9	A woman is wearing an Egyptian headdress	An Egyptian is wearing a woman's headdress
		243	3.9	The woman is wearing glasses and a black headdress	The woman with a black hat is wearing sunglasses
		244	3.9	The woman is not wearing glasses or a headdress	The woman is wearing glasses and a black headdress
		245	3.7	The black woman is wearing glasses over the headdress	The woman is wearing glasses and a black headdress
		246	2.3	A woman is wearing an Egyptian headdress	The woman with a black hat is wearing sunglasses
		247	3.6	The woman is not wearing glasses or a headdress	A woman is wearing an Egyptian headdress
		248	3.6	The black woman is wearing glasses over the headdress	A woman is wearing an Egyptian headdress
		249	2.5	A woman is wearing an Egyptian hat on her head	The woman is wearing glasses and a black headdress
		250	3	A woman is wearing an Indian headdress	The woman is wearing glasses and a black headdress
		251	3.1	The woman is wearing glasses and a black headdress	An Egyptian is wearing a woman's headdress
		252	3.8	The woman is wearing glasses and a black headdress	A woman is wearing an Egyptian headdress
		253	4.7	A hiker is on top of the mountain and is doing a joyful dance	A hiker is on top of the mountain and is dancing
		254	3.2	A hiker is on top of the mountain and is dancing	There is no hiker dancing on top of the mountain
		255	4.2	A man is on a rock high above some trees and is standing in an uncomfortable position	A man is on a rock high above some trees and is standing in a strange position
		256	4.3	There is no man on a rock high above some trees standing in a strange position	A man is on a rock high above some trees and is standing in a strange position
		257	2.5	A hiker is on top of the mountain and is dancing	A man is on a rock high above some trees and is standing in an uncomfortable position
		258	2.5	A hiker is on top of the mountain and is dancing	There is no man on a rock high above some trees standing in a strange position
		259	2.9	A man is on a rock high above some trees and is standing in a strange position	A hiker is on top of the mountain and is doing a joyful dance
		260	2.4	There is no hiker dancing on top of the mountain	A man is on a rock high above some trees and is standing in a strange position
		261	3.2	A man is on a rock high above some trees and is standing in a strange position	A hiker is on top of the mountain and is dancing
		262	4.7	A cowgirl is riding a brown horse and is cornering a barrel	A cowgirl is riding a horse and corners a barrel
		263	4.1	A cowboy is riding a horse and cornering a barrel	A cowgirl is riding a horse and corners a barrel
		264	2.8	A cowgirl is riding a barrel near a horse in the corner	A cowgirl is riding a horse and corners a barrel
		265	4.8	The brown horse is very near a red barrel at the rodeo	The brown horse is near a red barrel at the rodeo
		266	3.6	The brown horse is near a red barrel at the rodeo	The brown horse is far from a red barrel at the rodeo
		267	2.9	The brown horse is very near a red barrel at the rodeo	A cowgirl is riding a horse and corners a barrel
		268	2.5	The brown horse is far from a red barrel at the rodeo	A cowgirl is riding a horse and corners a barrel
		269	3.2	A cowgirl is riding a brown horse and is cornering a barrel	The brown horse is near a red barrel at the rodeo
		270	3.7	A cowboy is riding a horse and cornering a barrel	The brown horse is near a red barrel at the rodeo
		271	3.1	The brown horse is near a red barrel at the rodeo	A cowgirl is riding a barrel near a horse in the corner
		272	3.8	A cowgirl is riding a horse and corners a barrel	The brown horse is near a red barrel at the rodeo
		273	4.1	A boy is standing in the cold water	A boy is standing in the water
		274	3.6	A boy is standing outside the water	A boy is standing in the water
		275	4.2	The kid is swimming through the blue ocean	The boy is wading through the blue ocean
		276	3.2	The boy is sitting near the blue ocean	The boy is wading through the blue ocean
		277	3	A boy is standing in the water	The kid is swimming through the blue ocean
		278	2.8	A boy is standing in the water	The boy is sitting near the blue ocean
		279	3.3	The boy is wading through the blue ocean	A boy is standing in the cold water
		280	3.135	A boy is standing outside the water	The boy is wading through the blue ocean
		281	4	A boy is standing in the water	The boy is wading through the blue ocean
		282	4.6	A skilled man is playing a guitar on stage	A man is playing a guitar on stage
		283	3.6	A man is playing a guitar on stage	There is no man playing a guitar on stage
		284	4.7	A person has blonde and flyaway hair and is playing a guitar	A guitarist has blonde and flyaway hair
		285	3.9	A bald person is playing a guitar	A person has blonde and flyaway hair and is playing a guitar
		286	3	A man is playing a guitar on stage	A guitarist has blonde and flyaway hair
		287	3.8	A man is playing a guitar on stage	A bald person is playing a guitar
		288	3.8	A skilled man is playing a guitar on stage	A person has blonde and flyaway hair and is playing a guitar
		289	3.4	There is no man playing a guitar on stage	A person has blonde and flyaway hair and is playing a guitar
		290	3	A man is playing a guitar on stage	A person has blonde and flyaway hair and is playing a guitar
		291	4	Several children are sitting down and have their knees raised	Several children are lying down and are raising their knees
		292	3.285	Several children are sitting down and have their knees raised	Several children are standing up
		293	4.4	Two young girls are sitting on the ground	Two girls are sitting on the ground
		294	3.8	Two girls are lying on the ground	Two girls are sitting on the ground
		295	2.9	Two young girls are sitting on the ground	Several children are sitting down and have their knees raised
		296	2.8	Two girls are lying on the ground	Several children are sitting down and have their knees raised
		297	2.3	Several children are lying down and are raising their knees	Two girls are sitting on the ground
		298	1.8	Several children are standing up	Two girls are sitting on the ground
		299	3.2	Several children are sitting down and have their knees raised	Two girls are sitting on the ground
		300	4.7	A nude lady is walking in front of many people in body paint	A nude lady is walking in front of a crowd in body paint
		301	2.9	A nude lady is walking in front of a crowd in body paint	There is no lady walking in body paint in front of a crowd 
		302	3.1	A nude lady is walking in front of a crowd in body paint	A nude crowd in body paint is walking in front of a lady 
		303	4.4	A young, topless woman is covered in paint	A topless girl is covered in paint
		304	3.8	An old, topless woman is covered in paint	A young, topless woman is covered in paint
		305	3.8	A nude lady is walking in front of a crowd in body paint	A topless girl is covered in paint
		306	3.1	An old, topless woman is covered in paint	A nude lady is walking in front of a crowd in body paint
		307	3.5	A young, topless woman is covered in paint	A nude lady is walking in front of many people in body paint
		308	3.2	There is no lady walking in body paint in front of a crowd 	A young, topless woman is covered in paint
		309	3	A nude crowd in body paint is walking in front of a lady 	A young, topless woman is covered in paint
		310	4.2	A nude lady is walking in front of a crowd in body paint	A young, topless woman is covered in paint
		311	4.3	A group of people is near the ocean	A crowd of people is near the water
		312	3.8	A crowd of people is near the water	A crowd of people is far from the water
		313	4.5	A group of children in uniforms is standing at a gate and one is kissing the mother	A group of children wearing the same clothes is waiting at a gate and one is kissing the mother
		314	3.8	A group of children in uniforms is standing at a gate and there is no one kissing the mother	A group of children in uniforms is standing at a gate and one is kissing the mother
		315	3.3	A group of mothers in uniforms is standing near the children and one is kissing the gate	A group of children in uniforms is standing at a gate and one is kissing the mother
		316	1.6	A crowd of people is near the water	A group of children wearing the same clothes is waiting at a gate and one is kissing the mother
		317	1.3	A group of children in uniforms is standing at a gate and there is no one kissing the mother	A crowd of people is near the water
		318	1.7	A group of mothers in uniforms is standing near the children and one is kissing the gate	A crowd of people is near the water
		319	1.8	A group of people is near the ocean	A group of children in uniforms is standing at a gate and one is kissing the mother
		320	1	A crowd of people is far from the water	A group of children in uniforms is standing at a gate and one is kissing the mother
		321	1.9	A crowd of people is near the water	A group of children in uniforms is standing at a gate and one is kissing the mother
		322	4.7	A man is in a parking lot and is playing tennis against a large wall	A lone man is in a parking lot and is playing tennis against a large wall
		323	3.9	A man is in a parking lot and is playing tennis against a large wall	A man is in a parking lot and is playing tennis against a friend
		324	4.4	A man is pointing at a silver sedan	A man is pointing at a car
		325	4.1	A man is pointing at a silver sedan	There is no man pointing at a car
		326	2.3	A man is pointing at a car	A man is in a parking lot and is playing tennis against a large wall
		327	1.5	A man is in a parking lot and is playing tennis against a large wall	There is no man pointing at a car
		328	1.4	A man is pointing at a silver sedan	A lone man is in a parking lot and is playing tennis against a large wall
		329	1.3	A man is in a parking lot and is playing tennis against a friend	A man is pointing at a silver sedan
