plagiarism	2016	0032	3	It is "previous" in the sense that it does not take into account any information about B.	It does not take into account any information about B and therefore is considered “prior”.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pB_taskd.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pB_taskd.txt
plagiarism	2016	0037	1	The algebraic model for representing text documents and objects as vectors of identifiers is called the vector space model.	A possible use for a vector space model is for retrieval and filtering of information.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pB_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pB_taskc.txt
plagiarism	2016	0042	1	Secondly to define the value of the optimal solution recursively.	Generalise the structure of an optimal solution 2.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pE_taske.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pA_taske.txt
plagiarism	2016	0044	1	There are two main approaches for dynamic programming.	There are four steps in Dynamic Programming: 1.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pD_taske.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pA_taske.txt
plagiarism	2016	0046	1	P(A), or the probability that the student is a girl regardless of any other information.	It is mainly used to calculate the probability of one event’s outcome given that a previous event happened.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pA_taskd.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pB_taskd.txt
plagiarism	2016	0054	4	For instance, a events schedule at an exhibition is sometimes called a program.	For instance, a finalized schedule of events at an exhibition is sometimes called a program.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pC_taske.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pE_taske.txt
plagiarism	2016	0056	0	This can be useful when the number of times a word appears is not considered important.	One of the most important uses of page rank is its meaning to advertising.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pD_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pB_taskb.txt
plagiarism	2016	0060	4	Define value of optimal solution recursively.	Characterise structure of an optimal solution.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pA_taske.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pA_taske.txt
plagiarism	2016	0066	4	It was first used in the SMART Information Retrieval System.	It is used in information retrieval and was first used in the SMART Information Retrieval System.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pB_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pA_taskc.txt
plagiarism	2016	0068	1	In vector space model, the documents from which the information is to be retrieved are represented as vectors.	The vector space model has several disadvantages.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pD_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pA_taskc.txt
plagiarism	2016	0071	1	A term which occurs in the document has a value in the vector of non-zero.	The order in which the terms appear in the document is lost in the vector space representation.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pB_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: orig_taskc.txt
plagiarism	2016	0073	1	Vector space representation results in the loss of the order which the terms are in the document.	In the vector space model a document is represented as a vector.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pB_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g3pB_taskc.txt
plagiarism	2016	0077	0	The easiest way to look at inheritance is as an “…is a kind of” relationship.	An example of this gain in efficiency is a path-finding problem.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pB_taska.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g3pA_taske.txt
plagiarism	2016	0087	2	If a term exists in a document, its value in the vector is not equal to zero.	A document is represented as a vector, with each dimension corresponding to a separate term.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pB_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g3pA_taskc.txt
plagiarism	2016	0090	0	Vector space representation results in the loss of the order which the terms are in the document.	Since the PageRank is the most important algorithms which is used in the Google engine.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pB_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pC_taskb.txt
plagiarism	2016	0092	2	A document is represented as a vector, with each dimension corresponding to a separate term.	The basic idea is to represent each document as a vector of certain weighted word frequencies.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g3pA_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pC_taskc.txt
plagiarism	2016	0095	0	Thus, the "program" is the optimal plan for action that is produced.	After this, it is using this to pick the best overall path.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pE_taske.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pC_taske.txt
plagiarism	2016	0098	2	A document is represented as a vector.	The vector space model are the documents which are represented as “bags of words”.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pB_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pC_taskc.txt
plagiarism	2016	0104	4	The value of a vector is non-zero if a term occurs in the document.	A term which occurs in the document has a value in the vector of non-zero.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pA_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pB_taskc.txt
plagiarism	2016	0106	1	A page that is linked to by many pages with high PageRank receives a high rank itself.	A link to a page is seen as a vote of support.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: orig_taskb.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pA_taskb.txt
plagiarism	2016	0107	4	Several different ways of computing these values, also known as (term) weights, have been developed.	Other ways of computing these values, or weights, have been developed.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pB_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pB_taskc.txt
plagiarism	2016	0113	2	A document is represented as a vector, with each dimension corresponding to a separate term.	The value of a vector is non-zero if a term occurs in the document.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g3pA_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pA_taskc.txt
plagiarism	2016	0119	5	P(B) (a.k.a. the normalizing constant) is the prior or marginal probability of B.	P(B) is the prior or marginal probability of B, and acts as a normalizing constant.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pB_taskd.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g3pA_taskd.txt
plagiarism	2016	0123	1	The PageRank is computed iteratively, and it is found that the PageRank values converge fairly rapidly.	The PageRank depends on the PageRank rating and number of all pages that have links to it.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g3pB_taskb.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pA_taskb.txt
plagiarism	2016	0127	5	In general, we can solve a problem with optimal substructure using a three-step process: 1.	In a word, we can solve a problem with optimal substructure using a three-step process.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pB_taske.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pC_taske.txt
plagiarism	2016	0136	1	In the vector space model a document is represented as a vector.	A possible use for a vector space model is for retrieval and filtering of information.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g3pB_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pB_taskc.txt
plagiarism	2016	0137	5	One of its uses is calculating posterior probabilities given observations.	It is usually used to calculate posterior probabilities given observations.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g3pB_taskd.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pB_taskd.txt
plagiarism	2016	0140	1	If a term appears in the document, the terms value in the vector is non-zero.	Each item in the vector represents a different keyword.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pA_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g3pC_taskc.txt
plagiarism	2016	0144	1	Finally, the order in which the terms appear in the document is lost in the vector space representation.	A term which occurs in the document has a value in the vector of non-zero.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pA_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pB_taskc.txt
plagiarism	2016	0148	4	Several different ways of computing these values, also known as (term) weights, have been developed.	Many different ways of calculating these values, also known as (term) weights, have been developed.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pB_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pA_taskc.txt
plagiarism	2016	0151	2	To derive the theorem, we begin with the definition of conditional probability.	In probability theory, the prior and conditional probabilities of two random events are related by Bayes' theorem.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pB_taskd.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g3pC_taskd.txt
plagiarism	2016	0163	5	The way that a 'term' is defined depends on the application.	The definition of term is dependent on the application.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g3pA_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pB_taskc.txt
plagiarism	2016	0167	5	Its first application was in the SMART Information Retrieval System.	It was used in the first time in the SMART Information Retrieval System.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pA_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pB_taskc.txt
plagiarism	2016	0168	0	It doesn't take into account any information about B, so it is "prior".	However an object cannot be cast to a class which is no relative of it.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pB_taskd.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pB_taska.txt
plagiarism	2016	0169	1	Following this, each web page is given a ranking of 0-10 according to its relevance to a search.	A variation of the PageRank method bases the importance of a webpage on how many visits the page gets.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pA_taskb.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pC_taskb.txt
plagiarism	2016	0178	5	Thus, the program is the best plan for action that is produced.	Thus, the "program" is the optimal plan of action that is being produced.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pC_taske.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g3pC_taske.txt
plagiarism	2016	0187	0	This means that inheritance is used when types have common factors and these would be put into the superclass.	They do not have to be written in a computer language.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pB_taska.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pE_taske.txt
plagiarism	2016	0190	4	These subproblems are not, however, independent.	It is similar to divide and conquer, however is differentiated as its subproblems are not independent.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pA_taske.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pD_taske.txt
plagiarism	2016	0196	4	The key to Dynamic Programming is to find the structure of optimal solutions.	In general, dynamic programming is used on optimisation problems, where the most efficient solution is needed.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pA_taske.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g3pA_taske.txt
plagiarism	2016	0208	3	When a document is represented as a vector, each dimension corresponds to a separate term.	Each dimensions corresponds to a separate terms.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pB_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pE_taskc.txt
plagiarism	2016	0209	4	Bayes Theorem is a mathematical formula used to calculate conditional probabilities.	Bayes' theorem relates the conditional and marginal probabilities of two random events.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pD_taskd.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pB_taskd.txt
plagiarism	2016	0210	1	Lucky Joe likes to predict the colour of the ball he selects and he is 80% accurate.	Joe records all of his results and about 0.5% of the time he accidently records the wrong results.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pD_taskd.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pD_taskd.txt
plagiarism	2016	0211	0	Thus, the program is the best plan for action that is produced.	The other method is the top down approach which is a method that combines memorization and recursion.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pC_taske.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pD_taske.txt
plagiarism	2016	0214	5	It is usually used to calculate posterior probabilities given observations.	It is usually be used to compute posterior probabilities given observations.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pB_taskd.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pC_taskd.txt
plagiarism	2016	0219	5	The methodology takes much less time rather than naive methods.	The method takes much less time than naive methods.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pC_taske.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pE_taske.txt
plagiarism	2016	0224	5	The methodology takes much less time rather than naive methods.	This is a much quicker method than other more naive methods.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pC_taske.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pB_taske.txt
plagiarism	2016	0234	5	The definition of term is dependent on the application.	The definition of term depends on the application.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pB_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pB_taskc.txt
plagiarism	2016	0235	0	This means that inheritance is used when types have common factors and these would be put into the superclass.	It is similar to divide and conquer, however is differentiated as its subproblems are not independent.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pB_taska.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pD_taske.txt
plagiarism	2016	0236	2	Characterise structure of an optimal solution.	Use these optimal solutions to construct an optimal solution for the original problem.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pA_taske.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pB_taske.txt
plagiarism	2016	0251	3	The theorem is often used when we have observations and wish to compute posterior probabilities.	It is usually used to calculate posterior probabilities given observations.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g3pC_taskd.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pB_taskd.txt
plagiarism	2016	0254	0	Occasionally it is advantageous to differentiate between these uses, as it is not necessarily noticeable from context.	It also provides a way to generalize du to the "is a" relationship between classes.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pD_taska.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pC_taska.txt
plagiarism	2016	0256	4	Construct an optimal solution from computed values.	Define value of optimal solution recursively.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pA_taske.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pA_taske.txt
plagiarism	2016	0259	0	Occasionally it is advantageous to differentiate between these uses, as it is not necessarily noticeable from context.	It is similar to divide and conquer, however is differentiated as its subproblems are not independent.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pD_taska.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pD_taske.txt
plagiarism	2016	0263	2	When a document is represented as a vector, each dimension corresponds to a separate term.	The basic idea is to represent each document as a vector of certain weighted word frequencies.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pB_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pC_taskc.txt
plagiarism	2016	0264	3	When a document is represented as a vector, each dimension corresponds to a separate term.	Each dimension corresponds to a separate term.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pB_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pA_taskc.txt
plagiarism	2016	0265	0	Mathematicians use the word to describe a set of rules which anyone can follow to solve a problem.	However an object cannot be cast to a class which is no relative of it.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pE_taske.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pB_taska.txt
plagiarism	2016	0270	5	Whilst Bayesians describe probabilities in terms of beliefs and degrees of uncertainty.	At the same time, Bayesians describe probabilities in terms of beliefs and degrees of uncertainty.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pB_taskd.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pC_taskd.txt
plagiarism	2016	0276	5	It is used in information filtering, information retrieval, indexing and relevancy rankings.	It is used in information filtering, indexing, relevancy rankings and information retrieval.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pB_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pB_taskc.txt
plagiarism	2016	0280	1	In probability theory, Bayes' theorem relates the conditional and marginal probabilities of two random events.	Bayes' theorem is useful in evaluating the result of drug tests.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pC_taskd.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g3pB_taskd.txt
plagiarism	2016	0283	1	Outbound, links from your page to others.	Dangling, links to a page which has no links to others.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pB_taskb.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pB_taskb.txt
plagiarism	2016	0289	1	Vector space representation results in the loss of the order which the terms are in the document.	In vector space model, the documents from which the information is to be retrieved are represented as vectors.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pB_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g4pD_taskc.txt
plagiarism	2016	0291	3	In computer science; dynamic programming is a way of solving problems consist of overlapping subproblems and optimal substructure.	However, the key in Dynamic Programming is to determine the structure of optimal solutions.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pC_taske.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g0pA_taske.txt
plagiarism	2016	0296	1	If a term appears in the document, the terms value in the vector is non-zero.	Vector space representation results in the loss of the order which the terms are in the document.	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g2pA_taskc.txt	A Corpus of Plagiarised Short Answers - http://ir.shef.ac.uk/cloughie/resources/plagiarism_corpus.html File: g1pB_taskc.txt
