SMTeuroparl	2012test	0000	4.500	The leaders have now been given a new chance and let us hope they seize it.	The leaders benefit aujourd' hui of a new luck and let's let them therefore seize it.
SMTeuroparl	2012test	0049	5.000	(Parliament adopted the legislative resolution)	(The Parliament adopts the legislative resolution)
SMTeuroparl	2012test	0050	5.000	Tunisia	Tunisia
SMTeuroparl	2012test	0051	5.000	Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.	Mr President, the Cashman report can be summarized in a few words: the power of citizens on bureaucracy.
SMTeuroparl	2012test	0052	5.000	Neither was there a qualified majority within this House to revert to Article 272.	There was no more qualified majority voting in this Parliament to come back to Article 272.
SMTeuroparl	2012test	0053	4.750	Neither was there a qualified majority within this House to revert to Article 272.	It does not was not no longer a majority voting in this Parliament to return to the article 272.
SMTeuroparl	2012test	0054	4.250	The leaders have now been given a new chance and let us hope they seize it.	Given the leaders today a new chance and thus let the approach.
SMTeuroparl	2012test	0055	4.750	As I already explained during second reading, there is a crisis underlying this directive amendment.	As I l ' have already explained in second reading, a crisis is at the root of this modification of directive.
SMTeuroparl	2012test	0056	5.000	Van Orden Report (A5-0241/2000)	Van Orden report (A5-0241 / 2000)
SMTeuroparl	2012test	0057	4.250	Then perhaps we could have avoided a catastrophe.	We would perhaps then able prevent a disaster.
SMTeuroparl	2012test	0058	5.000	It is our job to continue to support Latvia with the integration of the Russian population.	It is our duty to continue to support Latvia on the issue of the integration of the Russian population.
SMTeuroparl	2012test	0059	5.000	(Parliament adopted the legislative resolution)	(Parliament adopted the legislative resolution)
SMTeuroparl	2012test	0060	4.500	Mr President, I rise in defence of the workers in the industry.	Mr President, I want to take the protection of workers.
SMTeuroparl	2012test	0061	4.500	It is our job to continue to support Latvia with the integration of the Russian population.	It is our duty to continue supporting Latvia on the question of the Russian population.
SMTeuroparl	2012test	0062	3.000	I am one of those Members who attends sittings quite faithfully.	I am part of Members who are not properly present.
SMTeuroparl	2012test	0063	5.000	Maij-Weggen report (A5-0323/2000)	Maij-Weggen report (A5-0323 / 2000)
SMTeuroparl	2012test	0064	4.750	Let me remind you that our allies include fervent supporters of this tax.	I would like to remind you that our allies, there are ardent supporters of this tax.
SMTeuroparl	2012test	0065	4.000	Unanimous decisions, and hence an inherent incapacity to act, remain largely the norm in the Council.	We preserve unanimity in the Council and thus a latent incapacity to act.
SMTeuroparl	2012test	0066	4.800	It increases the power of the big countries at the expense of the small countries.	This has the effect of increasing the power of the large countries at the expense of small.
SMTeuroparl	2012test	0067	4.800	It increases the power of the big countries at the expense of the small countries.	This has the effect of increasing the power of the large countries at the expense of small.
SMTeuroparl	2012test	0068	4.500	Van Orden Report (A5-0241/2000)	Van Orden report In particular A5-0241 -- 2000)
SMTeuroparl	2012test	0069	5.000	It is our job to continue to support Latvia with the integration of the Russian population.	It is of our duty to continue supporting the Latvia on the question of the incorporation of the Russian population.
SMTeuroparl	2012test	0070	5.000	Van Orden Report (A5-0241/2000)	Mr Van Orden report (A5-0241 / 2000)
SMTeuroparl	2012test	0071	5.000	Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.	Mr. President, the Cashman report/ratio can summarize himself in a few words: capacity of the citizens on the bureaucracy.
SMTeuroparl	2012test	0072	5.000	Amendment No 7 proposes certain changes in the references to paragraphs.	Amendment 7 proposes certain modifications in the references to the paragraphs.
SMTeuroparl	2012test	0073	4.750	Consumers will lose out, employees will lose out, Europe will lose competitive strength and growth.	The users are the losers, employees, and European competitiveness and growth régresseront.
SMTeuroparl	2012test	0074	5.000	It is our job to continue to support Latvia with the integration of the Russian population.	It is our duty to continue to support the Latvia on the question of the integration of the Russian population.
SMTeuroparl	2012test	0075	5.000	(Parliament adopted the legislative resolution)	(Parliament adopted the legislative resolution)
SMTeuroparl	2012test	0076	5.000	That provision could open the door wide to arbitrariness.	This regulation point opens the door to the arbitrary one.
SMTeuroparl	2012test	0077	5.000	Tunisia	Tunisia
SMTeuroparl	2012test	0078	4.800	The fishermen are inactive, tired and disappointed.	Fishermen are inactive, tired and disappointment.
SMTeuroparl	2012test	0079	4.600	The European Union has got to do something and do it quickly.	It is that the European Union is involved and that it do so quickly.
SMTeuroparl	2012test	0080	3.000	I am one of those Members who attends sittings quite faithfully.	I am part of Members who are not properly present.
SMTeuroparl	2012test	0081	4.750	It increases the power of the big countries at the expense of the small countries.	Has the effect of increasing the power of the large at the expense of smaller countries.
SMTeuroparl	2012test	0082	4.571	The standards are scarcely comparable, let alone transferable.	The standards are hardly comparable and even less transferable.
SMTeuroparl	2012test	0083	5.000	The fishermen are inactive, tired and disappointed.	The fishermen are inactive, tired and disappointed.
SMTeuroparl	2012test	0084	4.714	The standards are scarcely comparable, let alone transferable.	The standards are hardly comparable and still less transferable.
SMTeuroparl	2012test	0085	5.000	Tunisia	Tunisia
SMTeuroparl	2012test	0086	5.000	Maij-Weggen report (A5-0323/2000)	Maij-Weggen report (A5-0323 / 2000)
SMTeuroparl	2012test	0087	5.000	Neither was there a qualified majority within this House to revert to Article 272.	There was no qualified majority in this Parliament to go back to Article 272.
SMTeuroparl	2012test	0088	4.833	Amendment No 7 proposes certain changes in the references to paragraphs.	The amendment 7 proposes some changes in the references to the paragraphs.
SMTeuroparl	2012test	0089	5.000	(Parliament adopted the legislative resolution)	(Parliament adopted the legislative resolution)
SMTeuroparl	2012test	0090	5.000	Van Orden Report (A5-0241/2000)	Report Van Orden (A5-0241 / 2000)
SMTeuroparl	2012test	0091	4.000	Mr President, I rise in defence of the workers in the industry.	Mr President, I would like to make the defence of workers in this sector.
SMTeuroparl	2012test	0092	3.500	That provision could open the door wide to arbitrariness.	This point of the payment opens the door with the arbitrary one.
SMTeuroparl	2012test	0093	5.000	Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.	Mr President, the Cashman report can be summed up in a few words: the power of citizens on the bureaucracy.
SMTeuroparl	2012test	0094	4.500	Consumers will lose out, employees will lose out, Europe will lose competitive strength and growth.	The users will be the losers, with the employees, and European competitiveness and growth will regress.
SMTeuroparl	2012test	0095	4.750	It increases the power of the big countries at the expense of the small countries.	This has the effect of increasing the power of large countries at the expense of smaller.
SMTeuroparl	2012test	0096	5.000	Neither was there a qualified majority within this House to revert to Article 272.	There was no qualified majority in this Parliament to go back to Article 272.
SMTeuroparl	2012test	0097	4.250	I am one of those Members who attends sittings quite faithfully.	I am one of those Members who are rather honourably here.
SMTeuroparl	2012test	0098	5.000	It is our job to continue to support Latvia with the integration of the Russian population.	It is our duty to continue to support Latvia on the issue of the integration of the Russian population.
SMTeuroparl	2012test	0099	5.000	The leaders have now been given a new chance and let us hope they seize it.	The leaders have today of a new opportunity and let them therefore seized.
SMTeuroparl	2012test	0100	4.500	Selective aid, such as market support and a grass subsidy, are essential.	Specific assistances like the support of the market or the premium with grass are essential.
SMTeuroparl	2012test	0101	3.750	I am one of those Members who attends sittings quite faithfully.	I am one of the Members of Parliament who are rather present.
SMTeuroparl	2012test	0102	5.000	The fishermen are inactive, tired and disappointed.	The fishermen are inactive, tired and disappointed.
SMTeuroparl	2012test	0103	4.667	There must be a balance as a whole.	The whole must be in balance.
SMTeuroparl	2012test	0104	4.667	Mr President, I rise in defence of the workers in the industry.	Mr President, I would like to take the defence of workers in this sector.
SMTeuroparl	2012test	0105	4.000	Then perhaps we could have avoided a catastrophe.	Perhaps we would then have to avoid a disaster.
SMTeuroparl	2012test	0106	4.250	The European Union has got to do something and do it quickly.	It suits that the European Union implies itself and that she do it quickly.
SMTeuroparl	2012test	0107	5.000	Tunisia	Tunisia
SMTeuroparl	2012test	0108	4.667	There must be a balance as a whole.	The whole must be in balance.
SMTeuroparl	2012test	0109	4.500	Selective aid, such as market support and a grass subsidy, are essential.	The occasional aid as the support of the market or the premium to grass is essential.
SMTeuroparl	2012test	0110	4.750	Mr President, I rise in defence of the workers in the industry.	Mr President, I would like to defend workers in the sector.
SMTeuroparl	2012test	0111	4.429	The vote will take place today at 5.30 p.m.	The vote will take place at 5.30 p.m.
SMTeuroparl	2012test	0112	5.000	Tunisia	Tunisia
SMTeuroparl	2012test	0113	4.200	That provision could open the door wide to arbitrariness.	This point of the regulation opens the door to arbitrariness.
SMTeuroparl	2012test	0114	4.750	As I already explained during second reading, there is a crisis underlying this directive amendment.	As I already explained in second reading, a crisis is at the base of this modification of directive.
SMTeuroparl	2012test	0115	5.000	Thank you, Commissioner.	Thank you, Commissioner.
SMTeuroparl	2012test	0116	4.750	The European Union has got to do something and do it quickly.	It is right that the European Union is involved, and for this to be done quickly.
SMTeuroparl	2012test	0117	4.429	The vote will take place today at 5.30 p.m.	The vote will take place at 5.30 p.m.
SMTeuroparl	2012test	0118	4.250	Unanimous decisions, and hence an inherent incapacity to act, remain largely the norm in the Council.	We maintain the unanimity in the Council and therefore a latent capacity to act.
SMTeuroparl	2012test	0119	3.500	As I already explained during second reading, there is a crisis underlying this directive amendment.	As I have already explained in second reading, is at the root of this directive.
SMTeuroparl	2012test	0120	4.500	Mr President, I rise in defence of the workers in the industry.	Mr President, I hold to the defence of workers in this sector.
SMTeuroparl	2012test	0121	5.000	It is our job to continue to support Latvia with the integration of the Russian population.	It is our duty to continue to support the Latvia on the issue of the integration of the Russian population.
SMTeuroparl	2012test	0122	3.000	Maij-Weggen report (A5-0323/2000)	Maij-Weggen report (5 / 2000)
SMTeuroparl	2012test	0123	4.500	Thank you, Commissioner.	Thank you, Mister the Commissioner.
SMTeuroparl	2012test	0124	5.000	Van Orden Report (A5-0241/2000)	Van Orden report (A5-0241 / 2000)
SMTeuroparl	2012test	0125	5.000	Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.	Mr President, the Cashman report can be summed up in a few words: the power of the citizens on bureaucracy.
SMTeuroparl	2012test	0126	4.000	Unfortunately, others separate on the basis of accumulated hatred.	On others who are unfortunately in the reason of a vengeance gained.
SMTeuroparl	2012test	0127	5.000	As I already explained during second reading, there is a crisis underlying this directive amendment.	As I have already explained at second reading, a crisis is on the basis of this amended directive.
SMTeuroparl	2012test	0128	4.571	The standards are scarcely comparable, let alone transferable.	The standards are hardly comparable and even less transferable.
SMTeuroparl	2012test	0129	5.000	Neither was there a qualified majority within this House to revert to Article 272.	There was no qualified majority in this Parliament to go back to Article 272.
SMTeuroparl	2012test	0130	5.000	It is our job to continue to support Latvia with the integration of the Russian population.	It is of our duty to continue to support Latvia on the question of the integration of the Russian population.
SMTeuroparl	2012test	0131	4.800	Unfortunately, others separate on the basis of accumulated hatred.	Other separate unfortunately because of a grudge accumulated.
SMTeuroparl	2012test	0132	5.000	Amendment No 7 proposes certain changes in the references to paragraphs.	Amendment 7 proposes certain modifications in the references to paragraphs.
SMTeuroparl	2012test	0133	5.000	That provision could open the door wide to arbitrariness.	This point of the regulation opens the door to the arbitrary.
SMTeuroparl	2012test	0134	4.250	Selective aid, such as market support and a grass subsidy, are essential.	The specific aid as the support of the market or the premium to the grass is necessary.
SMTeuroparl	2012test	0135	4.429	The vote will take place today at 5.30 p.m.	The vote will take place at 5.30 p.m.
SMTeuroparl	2012test	0136	4.571	The standards are scarcely comparable, let alone transferable.	The standards are hardly comparable and even less transferable.
SMTeuroparl	2012test	0137	4.750	The leaders have now been given a new chance and let us hope they seize it.	The leaders have now of a new chance and let -- therefore the take.
SMTeuroparl	2012test	0138	5.000	Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.	Mr President, the Cashman report can be summed up in a few words: the power of citizens on bureaucracy.
SMTeuroparl	2012test	0139	5.000	Then perhaps we could have avoided a catastrophe.	We maybe then could have avoided a catastrophe.
SMTeuroparl	2012test	0140	5.000	Tunisia	Tunisia
SMTeuroparl	2012test	0141	3.000	Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.	Mr President, the report Mr Cashman's can be summarised in a few words: the power of people on the tape.
SMTeuroparl	2012test	0142	4.250	Unanimous decisions, and hence an inherent incapacity to act, remain largely the norm in the Council.	We have the unanimity in the Council and therefore a covert inability to act.
SMTeuroparl	2012test	0143	5.000	The fishermen are inactive, tired and disappointed.	The fishermen are inactive, tired and disappointed.
SMTeuroparl	2012test	0144	4.000	Mr President, I rise in defence of the workers in the industry.	Mister the President, I am anxious to take the defense of the workers of this sector.
SMTeuroparl	2012test	0145	5.000	(Parliament adopted the legislative resolution)	(The Parliament adopts the legislative resolution)
SMTeuroparl	2012test	0146	4.000	Consumers will lose out, employees will lose out, Europe will lose competitive strength and growth.	Users will be the losers, with employees, and European competitiveness and growth Régresseront.
SMTeuroparl	2012test	0147	4.000	I am one of those Members who attends sittings quite faithfully.	I am part of the parliamentary ones that are rather present honorably.
SMTeuroparl	2012test	0148	4.400	Selective aid, such as market support and a grass subsidy, are essential.	The specific aid as the support of the market or the premium on grass are essential.
SMTeuroparl	2012test	0149	4.250	Unanimous decisions, and hence an inherent incapacity to act, remain largely the norm in the Council.	We preserve the unanimity to the Counsel and therefore a latent inability to act.
SMTeuroparl	2012test	0150	5.000	That provision could open the door wide to arbitrariness.	This point of the regulation opens the door to the arbitrary.
SMTeuroparl	2012test	0151	3.400	Van Orden Report (A5-0241/2000)	Van Orden report (5 / 2000)
SMTeuroparl	2012test	0152	4.750	The fishermen are inactive, tired and disappointed.	The fishermen are unemployed, tired and disappointed.
SMTeuroparl	2012test	0153	3.400	Van Orden Report (A5-0241/2000)	Van Orden report (5 / 2000)
SMTeuroparl	2012test	0154	4.800	As I already explained during second reading, there is a crisis underlying this directive amendment.	As I have already explained at second reading, a crisis is on the basis of this amendment of directive.
SMTeuroparl	2012test	0155	4.750	Maij-Weggen report (A5-0323/2000)	Report Maij-Weggen (A5-0323 / 2000)
SMTeuroparl	2012test	0156	4.750	Consumers will lose out, employees will lose out, Europe will lose competitive strength and growth.	The consumers are the losers, with the employees, and the competitiveness and the growth European régresseront.
SMTeuroparl	2012test	0157	3.000	Van Orden Report (A5-0241/2000)	Report Horsebox Orden (A5-0241 / 2000)
SMTeuroparl	2012test	0158	4.250	Unfortunately, others separate on the basis of accumulated hatred.	Some separate themselves unfortunately in view of a grudge gained.
SMTeuroparl	2012test	0159	5.000	Tunisia	Tunisia
SMTeuroparl	2012test	0160	3.250	We often pontificate here about being the representatives of the citizens of Europe.	We ourselves often represent European citizens.
SMTeuroparl	2012test	0161	4.750	Consumers will lose out, employees will lose out, Europe will lose competitive strength and growth.	Users will be the losers, with employees, and régresseront European competitiveness and growth.
SMTeuroparl	2012test	0162	4.500	Unanimous decisions, and hence an inherent incapacity to act, remain largely the norm in the Council.	We maintain unanimity in Council and therefore a latent inability to act.
SMTeuroparl	2012test	0163	4.667	Mr President, I rise in defence of the workers in the industry.	Mr President, I would like to take the defence of workers in this sector.
SMTeuroparl	2012test	0164	4.167	Unanimous decisions, and hence an inherent incapacity to act, remain largely the norm in the Council.	We keep unanimity in the Council and therefore a latent inability to act.
SMTeuroparl	2012test	0165	4.500	Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.	Mr President, the report Cashman can come down in some words: the power of the citizens on officialism.
SMTeuroparl	2012test	0166	4.500	Mr President, I rise in defence of the workers in the industry.	Mr President, I would like to take the protection of workers in this sector.
SMTeuroparl	2012test	0167	4.500	The vote will take place today at 5.30 p.m.	The vote will place to 17h30.
SMTeuroparl	2012test	0168	5.000	(Parliament adopted the legislative resolution)	(Parliament adopted the legislative resolution)
SMTeuroparl	2012test	0169	4.500	The vote will take place today at 5.30 p.m.	The vote will be to 17h30.
SMTeuroparl	2012test	0170	3.250	The European Union has got to do something and do it quickly.	The European Union itself and do so quickly.
SMTeuroparl	2012test	0171	4.667	There must be a balance as a whole.	The whole must be in balance.
SMTeuroparl	2012test	0172	4.750	Maij-Weggen report (A5-0323/2000)	Report Maij-Weggen In particular A5-0323 -- 2000)
SMTeuroparl	2012test	0173	4.750	The European Union has got to do something and do it quickly.	It is appropriate that the European Union is involved and that it makes it quickly.
SMTeuroparl	2012test	0174	5.000	Neither was there a qualified majority within this House to revert to Article 272.	It did not exist not more qualified majority within this Parliament to come back to the item 272.
SMTeuroparl	2012test	0175	4.800	There must be a balance as a whole.	All must be balanced.
SMTeuroparl	2012test	0176	4.250	Then perhaps we could have avoided a catastrophe.	We would perhaps then could prevent a disaster.
SMTeuroparl	2012test	0177	4.500	Let me remind you that our allies include fervent supporters of this tax.	I would remind you that one of our allies, it is very much of this tax.
SMTeuroparl	2012test	0178	3.500	Unfortunately, others separate on the basis of accumulated hatred.	D 'other separate themselves unfortunately because of an accumulated grudge.
SMTeuroparl	2012test	0179	4.500	That provision could open the door wide to arbitrariness.	This point in the regulation opens the door to the arbitrary.
SMTeuroparl	2012test	0180	5.000	Thank you, Commissioner.	Thank you, Commissioner.
SMTeuroparl	2012test	0181	4.667	There must be a balance as a whole.	The whole must be in balance.
SMTeuroparl	2012test	0182	4.750	Selective aid, such as market support and a grass subsidy, are essential.	The specific aid as the support of the market or the premium to the grass are essential.
SMTeuroparl	2012test	0183	4.000	Mr President, I rise in defence of the workers in the industry.	Mister Preside over it, I insist on taking the defense of the workers of this sector.
SMTeuroparl	2012test	0184	4.000	It increases the power of the big countries at the expense of the small countries.	That has for effect to increase the power of the big countries to the detriment of the small ones.
SMTeuroparl	2012test	0185	4.500	Let me remind you that our allies include fervent supporters of this tax.	I would like to remind you that one of our allies, there are ardent supporters of this tax.
SMTeuroparl	2012test	0186	4.429	The vote will take place today at 5.30 p.m.	The vote will take place at 5.30 p.m.
SMTeuroparl	2012test	0187	4.250	Selective aid, such as market support and a grass subsidy, are essential.	The occasional aid as the market or the grass is essential.
SMTeuroparl	2012test	0188	4.400	Selective aid, such as market support and a grass subsidy, are essential.	Specific aid as the market or the premium on grass are essential.
SMTeuroparl	2012test	0189	4.600	Thank you, Commissioner.	Thank you, Mister Commissioner.
SMTeuroparl	2012test	0190	3.833	We often pontificate here about being the representatives of the citizens of Europe.	We often take pride here to represent the citizens of Europe.
SMTeuroparl	2012test	0191	5.000	Tunisia	Tunisia
SMTeuroparl	2012test	0192	5.000	Tunisia	Tunisia
SMTeuroparl	2012test	0193	5.000	Maij-Weggen report (A5-0323/2000)	Maij-Weggen report (A5-0323 / 2000)
SMTeuroparl	2012test	0194	4.000	Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.	Mr President, the Cashman report can be summarized in two words: the power of the people on the tape.
SMTeuroparl	2012test	0195	3.714	Then perhaps we could have avoided a catastrophe.	We might then have to avoid a disaster.
SMTeuroparl	2012test	0196	4.333	The leaders have now been given a new chance and let us hope they seize it.	The leaders have today a new chance and let them therefore seize it.
SMTeuroparl	2012test	0197	5.000	The fishermen are inactive, tired and disappointed.	The fishermen inactive, are tired and disappointed.
SMTeuroparl	2012test	0198	5.000	Amendment No 7 proposes certain changes in the references to paragraphs.	Amendment No 7 is proposing certain amendments in the references to the paragraphs.
SMTeuroparl	2012test	0199	5.000	Tunisia	Tunisia
SMTeuroparl	2012test	0200	5.000	It is our job to continue to support Latvia with the integration of the Russian population.	It is our duty to continue to support Latvia on the issue of the integration of the Russian population.
SMTeuroparl	2012test	0201	5.000	(Parliament adopted the legislative resolution)	(Parliament adopted the legislative resolution)
SMTeuroparl	2012test	0202	4.500	Let me remind you that our allies include fervent supporters of this tax.	I would like to remind you that among our allies, there are ardent supporters of this tax.
SMTeuroparl	2012test	0203	5.000	(Parliament adopted the legislative resolution)	(Parliament adopted the legislative resolution)
SMTeuroparl	2012test	0204	5.000	Maij-Weggen report (A5-0323/2000)	Maij-Weggen report (A5-0323 / 2000)
SMTeuroparl	2012test	0205	4.167	Unanimous decisions, and hence an inherent incapacity to act, remain largely the norm in the Council.	We keep unanimity in the Council and therefore a latent inability to act.
SMTeuroparl	2012test	0206	4.500	The European Union has got to do something and do it quickly.	It is that the European Union is means and that it be done very soon.
SMTeuroparl	2012test	0207	4.167	I am one of those Members who attends sittings quite faithfully.	I am one of the Members who are quite honourably here.
SMTeuroparl	2012test	0208	4.500	Selective aid, such as market support and a grass subsidy, are essential.	Punctual helps as the support of the market or bonus in the grass are necessary.
SMTeuroparl	2012test	0209	4.250	There must be a balance as a whole.	The whole must be balanced.
SMTeuroparl	2012test	0210	5.000	Van Orden Report (A5-0241/2000)	Van Orden report (A5-0241 / 2000)
SMTeuroparl	2012test	0211	4.200	That provision could open the door wide to arbitrariness.	This point of the regulation opens the door to arbitrariness.
SMTeuroparl	2012test	0212	4.000	I am one of those Members who attends sittings quite faithfully.	I am part of parliamentarians who are rather present honourably.
SMTeuroparl	2012test	0213	4.500	Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.	Mister the President, the report Cashman can summarize itself in some words: the strength of the citizens on the bureaucracy.
SMTeuroparl	2012test	0214	3.500	The European Union has got to do something and do it quickly.	It is that the European Union is involved and that it will soon.
SMTeuroparl	2012test	0215	4.167	I am one of those Members who attends sittings quite faithfully.	I am one of the Members who are quite honourably here.
SMTeuroparl	2012test	0216	5.000	The fishermen are inactive, tired and disappointed.	The fishermen are inactive, tired and disappointed.
SMTeuroparl	2012test	0217	3.750	The European Union has got to do something and do it quickly.	It is right that the European Union is it entails, and do so quickly.
SMTeuroparl	2012test	0218	4.500	Mr President, I rise in defence of the workers in the industry.	Mr President, I want to stand up for workers of this area.
SMTeuroparl	2012test	0219	4.750	There must be a balance as a whole.	The unit must be in balance.
SMTeuroparl	2012test	0220	3.250	Unanimous decisions, and hence an inherent incapacity to act, remain largely the norm in the Council.	We keep l ' unanimity in Council and therefore a latent inability to act.
SMTeuroparl	2012test	0221	3.250	The standards are scarcely comparable, let alone transferable.	Norms are barely comparable and even less alienable.
SMTeuroparl	2012test	0222	5.000	The leaders have now been given a new chance and let us hope they seize it.	The leaders are here today to a new chance and let them therefore the take.
SMTeuroparl	2012test	0223	5.000	Mr President, I rise in defence of the workers in the industry.	Mr. President, I make a point of taking the defense of the workers of this sector.
